transaction_amount,num_transactions,account_age_days,transaction_time,label
84.97910020736008,2,2818,2,0
388.89410568338576,4,89,7,0
1441.4506322658417,3,3003,11,0
31.33431291332783,0,363,16,0
153.9957770164258,4,3443,13,0
482.9378456705245,2,332,15,0
68.46025837846912,2,2969,18,0
583.8591896158879,2,708,1,1
396.2321047704407,3,3498,2,0
287.1224511494297,0,2892,12,0
62.485620190035014,1,1479,8,0
131.73041115689722,1,2743,12,0
459.45401246819625,1,422,11,0
242.38330055885294,2,763,20,0
1.5730007502734928,1,2784,14,0
429.3759200482871,1,1195,2,0
10.784963193466261,1,2758,2,0
410.8120384059132,3,249,1,0
67.87472059556166,0,2229,5,0
951.5510158679358,1,3547,15,0
137.631642386881,1,483,22,0
118.77250329100691,3,1408,17,0
48.363482500535675,4,2837,8,0
109.41395590465717,1,3476,2,0
627.8206836529916,2,3233,22,0
1682.623869212717,4,2296,22,0
137.80673048063403,2,319,15,0
178.59421815311086,0,3012,3,0
384.1168113734729,0,700,13,0
651.9827038389043,2,531,3,0
269.715308603585,4,1137,17,0
149.04017983677943,0,1948,17,0
159.62593294510117,0,2611,17,0
356.8416806267533,0,1368,20,0
0.9670360056703875,2,123,2,0
289.9511756677756,1,750,6,0
131.78088351892487,3,319,12,0
474.25124643323875,1,1598,6,0
29.28075269695681,3,3550,21,0
266.166896813351,2,3485,12,0
196.73974856808343,1,586,23,0
308.4395989423934,2,2293,3,0
20.11565355320456,2,544,15,0
260.2385901264433,1,1481,14,0
247.30809618086417,3,2201,12,0
246.7445679302052,1,2704,9,0
277.5144398122235,1,15,9,0
596.0679541529148,1,1467,4,1
769.22235918154,0,3376,0,1
94.33955583787478,2,245,18,0
522.9755066433693,2,2839,14,0
206.89938487788285,1,2615,8,0
24.05675623901074,2,2602,15,0
18.100507822517283,0,899,3,0
122.04705250807646,3,1479,10,0
460.9914568191025,2,1383,16,0
368.9728152062353,1,52,20,0
466.22219894207933,3,2059,0,0
218.48874996455643,1,823,8,0
174.05217356937098,2,1624,11,0
47.85791526806485,2,2275,22,0
119.33514459970958,0,2162,11,0
170.75862516576996,6,3609,9,0
27.83216148076852,2,604,8,0
74.7738665941839,0,3159,20,0
273.5591341376283,3,593,19,0
399.15927207291026,1,1274,15,0
1921.6418641902428,1,1274,12,0
811.4266813212946,2,2985,2,0
308.64069294086175,2,3493,17,0
164.0643929845793,1,2258,3,0
303.3266387339563,3,2999,18,0
462.04579042292784,0,3593,12,0
37.783339345810205,4,1005,12,0
158.24146535091867,0,2659,11,0
549.4039535514091,4,1572,23,0
145.27115108547395,0,3129,0,0
254.5001088630135,0,3135,1,0
265.8516847595217,1,2386,2,0
61.177421385105276,2,1812,21,0
134.93582836467914,2,725,20,0
122.17008122659048,3,815,20,0
7.963786564400883,3,532,21,0
17.23081819363833,3,759,4,1
534.5968836417418,0,6,11,0
95.67786192901052,1,585,15,0
218.99237811555616,1,619,13,0
106.45679702396791,1,1535,23,0
847.4388108475569,1,797,13,0
90.0465654601783,1,1485,16,0
168.45510492557713,3,356,4,0
618.4339299346778,2,2267,5,0
553.4219612946385,5,2415,9,0
61.77585380716859,1,889,21,0
486.82277317463814,2,561,8,0
183.8502439447365,1,364,6,0
197.89565926613776,0,1414,3,0
42.98101706937079,2,1319,22,0
54.92996253988963,1,2553,23,1
390.5190304354317,1,1312,10,0
205.828324379055,2,2225,5,0
172.26315124233938,2,1323,15,0
392.2540803945114,2,1644,15,0
435.10640969021557,4,1308,23,0
51.91632922811984,1,2861,23,0
282.6558038750541,1,2625,12,0
43.63055985836242,3,2866,11,0
417.54296634820486,3,1078,21,0
320.9682301847832,2,2867,1,0
941.2898357880973,2,1835,20,0
21.435272252559685,1,1344,12,0
17.624108047451237,4,2527,0,0
99.4638880784592,2,3614,9,0
91.02381940691495,5,722,9,0
85.09856888871818,3,1245,10,0
710.1517422648928,3,1706,8,0
86.123156569082,1,1958,3,0
95.21555269625843,4,1367,16,0
427.3836760791483,0,3286,18,0
179.20922965951712,1,1346,9,0
449.7859194775379,2,581,12,0
20.28013162857755,0,746,1,0
200.57804763112102,2,1039,8,0
10.257457481384948,1,1504,6,0
19.410585453189576,2,878,9,0
710.7375354436452,6,134,11,0
44.98373971393351,3,718,21,0
228.05588431866295,3,1048,19,0
158.84742657556842,2,2425,10,0
128.01121667836097,3,3214,3,0
690.2759811026481,2,2700,11,0
6.61951480650046,1,1463,11,0
327.0055142498069,4,1348,22,0
992.2664938405101,4,1146,7,0
246.4088580842556,5,3372,19,0
828.5419358757357,0,1365,13,0
16.101851488747215,1,3251,6,0
162.79465568918883,0,1232,2,0
90.39550396520661,1,2002,18,0
393.7135689219421,1,166,13,0
2564.285706235639,1,3113,3,1
88.92808427509542,0,1580,9,0
318.54637794900947,3,1099,11,0
195.63811164849696,2,1504,4,1
249.9506226443875,0,3420,18,0
187.04855045169657,1,2320,23,0
1072.7223392724345,2,2018,17,0
281.35182841132,7,3038,12,0
129.00713302587317,5,2214,16,0
68.8469038629431,3,762,0,1
49.19605911643089,0,1110,23,0
76.59038254226469,1,649,5,0
86.69153566841095,2,2893,15,0
570.3706482789331,1,551,17,0
247.12904553503836,1,599,8,0
222.31759343563306,1,2203,12,0
36.57195190238937,5,1600,3,0
1317.1693094990242,2,3295,0,1
384.9202835621582,1,417,2,0
21.020007815854893,3,3434,3,0
369.1310701807363,5,3418,18,0
235.27509018521516,1,3218,23,0
25.577623640900484,3,1740,0,0
183.91323618201073,1,2115,0,0
198.89964552448052,3,2565,8,0
54.37547328654494,5,1083,22,0
873.9590782198488,2,1007,2,0
569.0867424704055,1,588,2,0
331.7113170780654,0,772,17,0
338.7666287882777,1,2808,1,1
159.18890152705322,3,3088,10,0
315.78220029421755,4,3558,8,0
236.52224229113773,1,1913,1,0
19.288959008137965,5,2224,19,0
215.54112658021063,2,322,3,0
492.59393651043973,3,1485,8,0
184.43384853966901,1,2184,13,0
16.0064920525348,3,2476,18,0
462.9240320433711,1,1818,15,0
67.45492010576221,5,2022,13,0
89.77292722451108,4,931,14,0
53.99158302522049,2,2959,17,0
120.23958314151427,3,680,14,0
424.10152434495484,1,3614,18,0
219.80716005721288,2,2370,8,0
68.77915043612653,1,1360,20,0
630.7027203796463,5,781,20,0
635.0355153239503,1,1537,15,0
613.404054030731,2,171,22,0
81.85624992207623,0,924,16,0
180.0278689296879,1,129,9,0
1259.7047174789852,0,2728,4,0
443.53931165483357,3,1442,8,0
8.262983591064458,0,397,13,0
20.228276345733153,4,2109,21,0
187.04792933131887,1,3189,23,0
719.7955648961042,2,1858,9,0
232.11317580117614,2,1659,23,0
206.6345217146676,2,1796,0,0
33.43829235498133,1,2521,23,0
320.8151829392887,2,2786,21,0
517.9654351890599,0,397,19,0
143.61403859015527,5,804,2,0
448.3133755015115,4,3005,15,0
1001.2695486156294,4,3290,4,0
68.35882293402393,1,655,12,0
222.27902331064072,1,3549,4,0
101.54021006671616,3,2650,22,0
472.3000329652422,1,1877,10,0
258.53605228189343,3,268,16,0
302.0143553499828,0,2124,2,0
479.7188158353199,1,1093,21,0
151.2396587765341,3,1469,5,0
739.8492637838897,2,1322,15,0
228.44635123661436,3,1498,19,0
51.57648347679551,2,3232,1,0
357.1187353489164,1,898,4,0
472.8899537771864,2,3080,18,0
114.2734634387131,1,1755,19,0
583.8494941540087,1,1509,21,0
709.7956938093499,3,822,10,0
97.26418787113931,6,2136,22,0
1231.7091366845216,1,1165,17,0
45.49517711415166,2,1565,2,0
67.69989489440273,5,2573,11,0
61.08495008027152,2,826,22,0
673.2657342552397,0,575,12,0
631.7796245574604,4,1367,1,1
49.499287875091134,1,687,19,0
174.11885846696157,1,975,19,0
286.58590066438853,0,3288,8,0
26.146207600097206,1,506,8,0
642.181632102682,3,1771,6,0
488.2859653360824,3,74,0,0
211.08459842455085,2,806,0,0
1024.5275769150264,0,581,18,0
429.8067962820275,2,3141,0,1
1242.6256129353521,1,223,6,0
330.7138114904067,3,897,11,0
302.0873128480563,0,2434,15,0
54.44033871199043,1,3357,12,0
640.9375872264167,3,2170,17,0
167.31735940506758,4,1799,23,0
53.10472334480532,0,733,16,0
3.8063007368806874,2,1465,23,0
246.12763251416268,1,823,8,0
224.85153439755092,1,457,13,0
684.6127464277305,2,2212,2,1
1666.979858670247,1,3335,23,1
24.821040054164847,4,2140,19,0
394.4673881281778,3,2384,5,0
62.25929824658075,3,586,5,0
585.9527557705675,3,2983,23,0
512.8827643833014,4,314,7,0
233.47675028973015,1,2650,0,0
371.61358299361876,3,1890,8,0
113.21644518341894,3,994,9,0
191.12528603683847,3,2958,16,0
517.1801717876888,4,1490,2,0
184.44789552722477,1,1665,22,0
132.85583885596688,1,3473,20,0
204.49156622545928,0,2609,21,0
528.5132985802272,6,2533,12,0
122.4843421393001,0,656,7,0
57.26157568238868,1,2675,19,0
373.4530445205851,3,3349,13,0
524.5724319854694,1,2114,19,0
31.820722829426522,2,1881,7,0
82.28136549244059,1,201,18,0
45.935560218250544,1,2516,12,0
128.28625846681686,2,434,5,0
179.54260437606365,2,138,3,0
414.4832083451468,2,3064,5,0
315.93189766065046,2,1076,19,0
291.0091846046793,2,1749,1,0
130.3330114220913,2,1476,9,0
552.5009535102924,4,1182,10,0
191.19295321317782,1,2850,10,0
1160.4727249784673,1,862,2,0
301.6531131029318,2,1230,10,0
40.493357154307574,2,3414,7,0
338.2679833532266,3,1340,16,0
117.95900907588307,2,136,21,0
347.8214592074659,1,3147,0,0
21.655471520863298,3,449,15,0
57.66845713773645,5,69,19,0
984.2067545748506,2,3001,1,1
77.31256299203547,3,813,21,0
544.2772236338495,1,3633,21,0
98.2497418136242,4,3274,7,0
308.90663032507047,3,1015,12,0
355.3987105288916,2,3646,4,0
215.63474438656485,3,1191,17,0
109.28716505669463,2,1741,11,0
71.72257804940574,1,2020,15,0
10.125785763168215,1,3193,2,0
108.69858357036279,3,1965,11,0
317.669923827666,4,97,18,0
835.6648337728121,5,377,19,0
614.8587798289198,3,1515,17,0
435.8133074242134,2,1948,7,0
465.9844030241104,0,1077,23,0
328.07390517650197,3,9,12,0
90.44784398918105,3,3053,7,0
1273.6328053408936,3,2379,23,1
333.26526522602063,1,251,13,0
246.59474636591412,2,360,14,0
35.293859365279395,3,2397,20,0
177.74931701518113,1,124,14,0
185.05494744089867,4,634,5,0
599.7759575570893,2,199,13,0
237.3260696957293,2,829,5,0
143.60461693427354,2,1435,22,0
1129.0851481057016,1,3452,0,0
35.20313988802755,2,918,9,0
164.7392095954005,1,3577,18,0
19.76612820085127,5,1119,3,1
404.01148489894376,3,2078,2,0
750.5910093491633,1,1116,22,0
98.56677447420581,2,596,5,0
586.3011886538488,3,3087,8,0
103.6858403754898,3,2703,8,0
724.9619353841913,5,2869,3,0
420.68066748365084,1,2508,2,0
490.28333015293157,0,1745,19,0
5.451193924249338,0,23,18,0
987.5174917309191,4,326,22,0
389.1237156494049,0,877,10,0
109.04560841931689,1,3159,18,0
530.5207114814723,1,3265,16,0
99.18572328219574,2,2733,7,0
618.489539224325,1,263,5,0
35.831202744328266,3,3501,4,0
892.4363815594268,4,2855,2,1
233.4145112901766,2,1384,7,0
30.45519645795286,3,1586,2,0
83.0795504664904,2,433,18,0
3.7444825425084063,2,560,15,0
189.7669129980846,2,2556,9,0
107.54522845115834,2,49,22,0
273.6578551246716,4,2216,2,0
105.82101598357102,1,1703,8,0
106.96781868740223,1,2489,7,0
407.82936684810784,1,594,7,0
14.802087971986609,5,1599,7,0
699.5887086573537,4,228,19,0
573.6982594842228,1,1976,6,0
330.60965385402363,2,214,13,0
269.84599202290207,4,1666,21,0
668.5286671329168,0,2928,16,0
61.49171282519663,3,3226,11,0
24.678528097230725,3,2656,4,0
82.13776201029567,3,3479,1,0
474.8070707588202,4,2798,14,0
10.58566304859795,2,1042,10,0
262.2617817658701,2,467,14,0
4827.42212825734,1,2392,3,1
580.7501231507307,3,2372,18,0
221.09567160264533,3,1270,11,0
19.726869645759454,2,1084,14,0
534.0207462980218,2,3566,11,0
274.12207726311163,2,1666,22,0
36.627578190845185,5,862,17,0
29.56753892233845,3,3121,22,0
1791.8317044945293,2,2726,3,1
331.87263320641534,3,1951,10,0
1529.995580255194,4,2728,23,1
633.5371112264825,3,1277,14,0
254.43010111947603,1,848,23,0
218.5989528934736,0,1407,4,0
168.8607126283723,7,3381,4,0
114.35466603401494,2,576,19,0
171.06440696494016,4,545,9,0
446.0063774000178,0,58,23,0
276.3332723451331,1,2112,21,0
669.1443316888008,2,899,9,0
175.7617571765832,1,2173,21,0
641.6685057266966,0,2109,0,1
299.3377379072779,1,380,5,0
268.72383919785386,1,978,22,0
363.83724376589333,0,1785,5,0
81.31965591498383,2,1162,23,0
215.45567907072416,3,66,6,0
33.019738043499245,2,1203,17,0
145.60162124971788,8,2014,3,0
200.63418260062596,1,798,13,0
316.8592292757865,1,1817,10,0
901.9230393695829,5,1195,6,0
275.37591729993005,2,2803,17,0
408.2978479069776,1,632,19,0
211.72754665670317,2,1368,1,0
301.6218674152205,2,3259,1,0
22.07207354883901,3,3006,6,0
88.06641716554172,3,227,10,0
134.75602821284716,1,3338,17,0
191.87814497016262,1,192,19,0
14.017045200702363,4,2800,6,0
45.25527316139916,3,1630,21,0
97.22677623100235,2,1150,19,0
1067.6996697694772,3,3004,4,0
120.74701459323359,3,3546,1,0
197.35779078862532,1,99,13,0
65.4832651336929,3,344,6,0
283.08321754197476,0,2291,9,0
98.83602837342363,1,20,17,0
69.57680956477506,3,2407,7,0
218.05625679732617,0,433,22,0
1.6563035811929316,2,1000,15,0
2.3080656811200906,3,2659,13,0
74.18047106022918,4,2535,8,0
11.223769751458748,1,330,5,0
34.295405748829864,3,1691,6,0
124.13719302150926,0,3379,8,0
486.73518282769385,1,2233,6,0
254.62372277739382,1,335,8,0
215.6427302964188,3,2554,23,0
104.22487711099423,2,2511,20,0
805.3897030758649,0,1957,6,0
151.7589079724005,2,3043,11,0
27.336303034972676,2,2051,22,0
287.9681928629862,4,2717,16,0
36.25678346119887,3,1988,19,0
127.03823322697968,5,2223,20,0
535.4012787225726,2,1872,2,1
621.972300689675,4,1605,21,0
204.0968773967859,3,1557,22,0
363.45915362775304,5,3048,4,0
1480.804722593433,0,2346,17,0
42.292549774794466,1,2166,4,0
96.3640149140705,2,789,4,0
150.54790945094248,2,642,6,0
164.3652556564392,1,206,2,0
158.80946322188484,3,3207,0,0
714.5242148135743,6,3275,5,0
375.56328485082764,5,3107,6,0
280.8755002895258,0,2078,7,0
111.04649694881967,2,1452,13,0
520.8242981633134,0,2990,22,0
930.7315181394468,3,823,14,0
516.4433432595198,1,2045,6,0
0.46989937441252444,4,2305,6,0
303.51140552013635,2,3453,0,0
15.746744248513368,3,2230,8,0
89.3630469667427,0,208,6,0
18.410968074589892,2,879,19,0
277.7474004386376,2,3647,6,0
348.0728296334281,1,3511,17,0
36.4766584370439,4,2390,13,0
145.27403884480813,1,1613,21,0
182.77226573123679,1,378,14,0
138.1600344356218,1,411,17,0
38.69964709923519,3,3599,9,0
162.87439925516424,2,383,2,0
417.30530691842216,0,3537,10,0
63.82112722678622,6,3465,1,1
25.073188669427935,2,2885,22,0
214.1673019784123,1,571,0,1
852.7782916583523,1,1175,15,0
331.3039916522753,4,1644,2,0
340.58595350990487,4,2417,16,0
134.78747918694168,2,1131,2,0
270.17009357203386,5,1163,10,0
3.054856125762926,1,280,3,0
726.657185966643,0,2120,4,1
733.5452578619438,4,2671,21,0
284.46871316785297,7,2553,15,0
620.725233971263,3,1762,16,0
386.1770378721482,2,2998,10,0
38.54044110779911,1,2154,3,0
698.2272347945323,2,3573,2,0
20.626248537041132,1,2207,21,0
229.04995376785408,1,1174,15,0
45.99330306225468,3,14,1,0
3.5327017843446074,3,2053,4,0
164.47220569312128,6,3067,17,0
104.8845657571133,3,1297,2,0
199.65989226694774,1,3410,1,0
258.25672712772223,4,2259,1,0
13.417339876773768,3,2375,21,0
39.375613165404445,2,858,21,0
245.369951918474,7,466,20,0
126.09780485731737,1,1964,1,0
391.88305156843745,0,3151,15,0
316.91736637551304,1,1774,0,0
560.4710698492105,2,746,18,0
353.77705923080924,5,2225,18,0
168.59940258120184,1,1791,8,0
335.30791233168446,2,1857,19,0
96.63285599403878,1,132,8,0
109.72054436429835,2,777,10,0
466.7480447550952,1,3364,0,0
177.40443867470256,0,3450,18,0
480.41166908080396,1,2464,16,0
518.5042302665619,4,344,5,0
584.6552496773836,0,3449,0,0
745.3588652979531,2,2533,17,0
169.1546612099428,3,3218,8,0
115.19922724294416,1,1556,0,0
261.824828955025,2,1594,3,0
139.16945489177698,3,3368,21,0
275.693928322579,4,578,17,0
366.8303617108383,3,345,16,0
349.8153212022262,5,1421,19,0
140.78655127223396,1,2523,18,0
54.76614774144492,2,525,22,0
168.91440407935832,2,1598,22,0
46.15316849583016,2,1948,13,0
662.44723216112,3,46,6,0
127.33817285218201,2,1935,8,0
50.333851057559976,2,1629,19,0
7.733146319002998,5,981,8,0
311.3870274061822,2,1452,14,0
303.925014899046,2,3295,10,0
124.92938013322247,3,2071,6,0
22.323938932882356,1,1893,5,0
158.10118443352385,3,2115,8,0
111.848917658485,1,626,3,0
801.4943332246983,2,3555,1,1
279.25327380175065,2,2254,5,0
136.0472059676675,2,3634,16,0
73.72894476727448,2,258,13,0
1327.755092809359,5,2011,4,0
181.54178173958812,3,2594,17,0
349.6894315557974,0,2856,7,0
45.439824628404764,1,253,9,0
309.0469529570159,1,1605,4,1
8.376888726877594,0,1213,21,0
211.2352108412106,2,2201,2,0
997.4159965536446,4,1739,1,0
145.4531834384226,3,2125,13,0
20.695417898925843,0,2751,0,1
9.43351341775096,1,2588,16,0
147.30040878902446,3,725,16,0
52.31492215533926,3,2417,20,0
7.088723124360168,2,568,8,0
423.4388712428732,1,2672,20,0
184.0364113361446,1,1779,21,0
102.42815184880068,0,1178,8,0
691.025180796463,3,2203,2,0
37.036627049359595,2,2842,3,0
936.5167644422924,2,271,1,0
113.04874064715789,3,562,13,0
657.8601406704324,1,1533,19,0
277.1025362054317,1,1414,7,0
525.8320654129152,3,3140,17,0
1240.7968788000846,3,2180,3,0
102.0740894695835,3,1694,7,0
974.3020997878964,1,845,6,0
148.03419890748657,0,2313,14,0
146.08971696298806,3,220,14,0
124.83064128914388,2,3624,1,0
233.87804906816407,2,899,3,0
50.22221397356598,3,2985,21,0
242.0368926874702,2,3037,8,0
234.07253642685382,6,2337,22,0
430.52164149194874,1,1103,6,0
538.098314312536,3,751,23,0
174.18207946351964,3,3644,17,0
108.004117448684,1,2368,11,0
90.06201271264119,1,318,13,0
64.93374813303657,1,2535,6,0
17.81278734251424,1,1415,5,0
292.8571384476375,3,1773,3,1
94.51503201155069,2,588,21,0
1018.1240347288982,2,1842,18,0
244.73605489623463,0,2087,20,0
127.98074865513026,1,3271,18,0
260.5843570867718,5,2991,21,0
44.96677725064343,0,105,14,0
176.1197020328709,2,1606,18,0
295.23786173460337,5,507,11,0
201.35573129384252,1,570,1,0
154.1384084567256,1,329,10,0
1527.3123791827381,2,1715,12,0
636.867000074039,1,984,3,0
292.97624514204233,0,2356,0,0
252.75693611434104,3,222,23,0
290.79709299598625,0,2704,20,0
67.43550977573551,1,3099,1,0
150.82635650705905,2,2721,13,0
12.077749909728064,2,151,17,0
193.61928871307387,0,2221,10,0
234.93770512589236,3,2771,10,0
77.53398163768371,2,979,18,0
2240.9219923767932,0,3094,3,1
720.5712052195929,3,2858,16,0
384.1948600571385,3,2925,1,0
228.67627891977975,2,1569,1,0
611.9950869547862,4,621,12,0
42.00365072286928,1,3466,5,0
468.9234874284705,2,2095,14,0
39.997988865607155,3,1632,10,0
474.2706801522506,2,1149,23,0
96.7928699374028,4,3407,3,0
1267.6849093050735,1,1319,2,1
2202.6527932275594,1,2938,1,1
48.33102756438287,5,1838,17,0
186.34598383773496,3,840,16,0
1188.7956639428912,2,1843,7,0
198.15023774621434,5,1561,12,0
597.5336625795637,4,1618,22,0
266.55271407727497,4,2618,14,0
141.15948638410924,5,1979,10,0
100.97076571802278,3,2586,15,0
139.05820792960122,3,1321,4,1
430.39110876508664,1,44,11,0
146.59231284071276,5,597,22,0
214.78687968421863,8,22,11,0
203.3744236226727,0,226,5,0
685.3823982481299,2,549,4,1
602.0294453739441,0,374,5,0
1184.9072374007048,0,2661,3,0
157.06396207460006,2,2702,23,0
527.240322569206,0,1028,0,0
433.8487189507759,2,2072,16,0
255.66323875339882,2,1986,3,0
2543.9449517179755,3,1727,2,1
67.12106151133504,1,833,4,0
34.712228345929354,1,3394,8,0
1423.7929906033555,0,1805,23,1
173.49043858424292,4,2587,11,0
563.134143309778,1,372,16,0
670.7309517861352,1,1617,20,0
19.347986606275022,2,1389,9,0
644.8684764210968,0,913,1,0
178.43561960052742,2,1093,0,0
214.26987247383173,2,3544,12,0
295.5254976255906,2,3577,20,0
782.6621878694327,0,1337,20,0
5.790350809675753,4,1096,0,0
194.362369181347,5,1270,12,0
349.15847944009755,2,758,22,0
384.8041252635314,1,1789,2,0
353.8156997133324,1,1097,10,0
43.3118866785928,2,2834,21,0
106.74356139293221,1,3600,15,0
133.2846367228004,2,1888,17,0
489.5621288359564,3,3062,1,0
98.03494475298959,2,2088,17,0
70.98452737087456,2,3111,16,0
947.1086606850025,1,3128,0,0
2.670839301685571,5,2933,3,0
1838.646898171226,0,2793,22,0
338.86495633102595,3,566,19,0
528.897904931511,0,3244,20,0
104.70532755147619,2,302,5,0
4.325618921403456,3,3562,20,0
401.67386353041013,2,3504,4,0
538.9916809480202,2,1725,19,0
404.6719810644282,2,3010,8,0
46.24280451306651,3,934,20,0
420.0302770812762,2,555,3,0
439.5010043184049,0,4,4,0
322.3578741995643,1,1285,7,0
836.2212581726584,4,881,23,1
561.0878024036415,2,3642,14,0
285.26784729387913,2,3621,19,0
27.833571718474722,1,410,12,0
200.61119513628665,1,1771,14,0
24.2489389722976,2,2313,3,0
157.04311044760058,1,2063,17,0
424.0450568525443,1,88,1,1
20.486814172065227,3,2008,23,0
128.6909991898142,3,99,7,0
35.296771463421756,1,1008,13,0
495.4457130226441,3,1641,0,0
885.1589955185996,3,217,1,0
22.51939011973673,2,2458,19,0
931.0968702206058,1,191,21,0
221.80546481662833,3,1239,2,0
106.81640288358061,2,1734,15,0
23.992987421871625,2,617,22,0
208.31894903141807,2,3099,2,0
474.71546705928534,3,1206,23,0
691.6688005441796,1,2643,3,1
15.459368848813938,3,3231,7,0
22.708747217475743,1,2278,22,0
154.6877793648263,5,3307,11,0
104.9908828140147,2,2848,4,0
79.33982751976785,1,3458,4,0
98.97005353665348,2,530,2,0
488.10150934701477,2,3356,3,0
794.4877783630284,1,71,23,0
155.80994525326008,0,3576,4,0
709.692620472867,2,1239,2,0
116.35933921717486,3,2165,9,0
194.12936579685726,1,100,18,0
150.23620526413796,2,600,23,1
306.8923385914634,4,860,7,0
1158.7001903928967,2,1689,22,0
277.5185477430288,2,2343,5,0
132.86322858200526,2,3249,22,0
313.0816855426452,2,3204,6,0
39.3473532756932,3,1005,5,0
658.5475306998919,2,2682,12,0
209.80025466097038,1,1747,12,0
178.99662357183055,2,2105,20,0
264.46882816198814,2,3085,4,0
294.0759159455481,1,2241,5,0
22.344596176699493,2,3647,9,0
344.294018857314,0,994,19,0
83.09452976745314,4,3582,9,0
375.47935838086005,3,1177,15,0
518.6942141945157,2,1047,17,0
488.8286837986438,5,30,2,0
241.22427092247077,4,3441,0,0
531.6224194471355,2,1725,0,1
46.25179048927527,1,3463,2,0
447.9583522912285,0,2358,18,0
94.99298073258196,0,1645,0,0
205.9679312699168,2,3473,7,0
100.33739899912263,0,1377,18,0
43.10165847218886,4,572,3,0
297.9172720427767,1,66,15,0
16.75912791777491,2,2214,4,0
414.2669783754241,3,1516,4,0
114.63597976616896,2,564,1,0
0.040410622920802115,5,180,22,0
214.69707384133358,1,2592,5,0
14.395497708375654,0,726,6,0
96.95943297293391,3,777,14,0
368.25072767799696,2,1041,9,0
49.2075780278567,3,2174,2,1
548.5366692644359,2,82,18,0
2.3617140394572287,0,3112,0,1
85.03685192744865,2,1640,15,0
405.16705389333123,1,3291,21,0
114.05771853592492,3,3019,22,0
32.239614823138055,3,1206,8,0
133.99580026944238,1,2486,23,0
94.57489154662682,0,968,7,0
554.9028411411088,3,1714,18,0
112.77826358815193,1,2578,0,0
466.6731473194052,6,1677,16,0
667.3322723112085,2,1185,17,0
170.6516017629889,1,1935,23,0
722.194221948359,2,2047,14,0
142.1158231678548,2,2982,5,0
997.9250856506147,0,2782,21,0
28.059072543708453,3,557,16,0
348.4840933979965,1,1211,17,0
204.25535046934596,2,3426,20,0
147.13479412875392,2,3447,18,0
300.4826002215983,3,1491,1,0
365.0739427905373,1,2289,6,0
3.1314808029453407,1,1761,0,1
54.7995967113627,2,2382,14,0
374.5300593805999,1,48,15,0
329.3306655502417,3,3183,16,0
1014.8378823121624,1,3176,2,0
429.4349573270222,4,463,9,0
903.3921265130638,0,1098,5,0
363.7431608631262,2,3639,1,0
106.16887470097944,5,2365,10,0
33.40181346361077,3,2050,7,0
456.73577283434423,3,2420,13,0
309.9731392356075,2,1794,11,0
14.815696335462597,4,3541,19,0
133.90978761232714,3,1868,23,0
942.5731537632344,0,1034,6,0
208.18493819650513,1,588,17,0
170.07551252176472,6,423,4,0
183.58055911499966,4,3330,5,0
70.29271777577874,5,1657,12,0
137.99563576775105,3,2881,1,0
138.52172533561122,3,3010,18,0
16.132602220829344,0,2775,7,0
437.74679148391493,2,476,10,0
161.61552679913095,2,245,20,0
518.0948519348693,3,3409,15,0
569.8328063216571,1,2740,0,0
71.47489330621875,5,488,15,0
321.31677704139287,7,2901,11,0
191.75785732822297,3,1836,16,0
636.4711617907079,2,1826,8,0
72.90466408988917,4,1097,5,0
339.7871335150334,1,753,6,0
280.75838935292705,0,1898,12,0
104.99555861704769,2,928,16,0
44.06347274420626,2,1029,9,0
316.35544907562854,0,1486,10,0
753.4883377161896,2,1390,2,1
113.77580719805303,0,3567,16,0
310.5498188041494,1,2265,15,0
406.04902666893423,0,1238,4,1
374.69825124982515,2,959,17,0
66.6489377118213,1,1349,10,0
662.7694185818975,1,2358,9,0
101.65454782038563,0,2086,20,0
137.5581945565017,0,905,20,0
17.954286853111824,1,1085,21,0
35.47031290701341,0,1119,5,0
217.61552639652183,7,2281,9,0
93.42554016771737,1,1813,10,0
541.4173523241019,4,1572,0,0
4.440721708332512,2,513,4,0
142.97269669641216,4,2198,1,0
123.45048340249289,2,3543,10,0
5.855055500963134,2,2263,13,0
39.842946991376614,2,2447,23,0
160.14777164272365,4,1582,12,0
203.6931657701976,1,1601,22,0
155.40026497191658,2,3078,10,0
227.10589125399676,3,1960,5,0
271.25801638905506,5,3153,1,0
2.9920171374458153,1,2237,18,0
187.13960098998567,2,1687,8,0
993.1266663028914,0,660,22,0
219.58653647544767,3,28,17,0
339.53496396716895,3,2725,13,0
112.13057390696412,0,2002,12,0
446.1546392012993,1,135,11,0
444.737827946904,0,1790,11,0
221.00187786082697,0,305,12,0
1119.0832753607533,1,2543,6,0
40.24812218531247,3,724,15,0
5.12787601754016,2,3352,16,0
441.1092251879348,5,3152,8,0
493.7613924197839,2,2908,13,0
38.4206660635412,2,2439,8,0
92.60341930441045,2,3087,5,0
5.312469811939501,1,2647,0,0
311.21533450167504,2,2967,1,1
445.0291356384336,1,892,21,0
218.91878267162102,0,2271,22,0
128.3572029280025,4,2028,19,0
139.44001894780962,1,828,0,0
0.4063628083043444,3,2314,18,0
106.91700717336212,1,1344,21,0
311.9265259681552,2,3178,14,0
1097.149636285554,2,2301,16,0
563.3144995874073,1,199,19,0
7.16333502465495,2,3128,23,0
686.4881247666776,0,2976,7,0
458.6318072130457,2,407,21,0
